Superficie,Tipo,Operación,Provincia,Precio Venta,Fecha Venta
98,Oficina,Alquiler,Barcelona,738430,2006-12-28
207,Oficina,Venta,Barcelona,1437408,2006-08-21
261,Suelo,Venta,Lleida,1615851,2006-12-25
54,Local,Alquiler,Lleida,466722,2006-05-21
274,Suelo,Venta,Barcelona,1450556,2006-09-03
144,Industrial,Alquiler,Barcelona,1331856,2006-12-19
148,Casa,Venta,Tarragona,873200,2006-09-26
165,Local,Alquiler,Girona,1461570,2006-10-17
129,Oficina,Alquiler,Lleida,562827,2006-11-16
255,Local,Alquiler,Lleida,2494410,2006-11-22
199,Oficina,Alquiler,Barcelona,1685132,2006-11-07
245,Suelo,Venta,Barcelona,2399040,2006-05-31
272,Oficina,Alquiler,Lleida,2487712,2006-04-25
93,Casa,Venta,Barcelona,808170,2006-07-03
239,Casa,Venta,Girona,2030783,2006-12-16
80,Industrial,Venta,Barcelona,363280,2006-12-19
209,Local,Venta,Lleida,1355365,2006-07-01
267,Piso,Venta,Barcelona,1074675,2006-10-20
246,Industrial,Alquiler,Lleida,2398008,2006-05-22
123,Oficina,Alquiler,Barcelona,609342,2006-05-10
221,Industrial,Alquiler,Barcelona,1411969,2006-07-26
234,Suelo,Venta,Girona,2049606,2006-04-21
66,Local,Venta,Girona,500610,2006-05-15
114,Piso,Alquiler,Tarragona,938562,2006-06-16
267,Piso,Venta,Girona,2245203,2006-07-28
188,Parking,Alquiler,Girona,1422220,2006-07-20
296,Industrial,Venta,Girona,2387832,2006-06-28
256,Local,Alquiler,Girona,1428480,2006-06-26
265,Parking,Alquiler,Barcelona,2119735,2006-10-15
101,Industrial,Venta,Lleida,674276,2006-10-30
41,Suelo,Alquiler,Tarragona,255061,2006-12-15
178,Suelo,Alquiler,Lleida,1104846,2006-06-08
171,Suelo,Venta,Lleida,1298403,2006-08-31
85,Suelo,Venta,Girona,472685,2006-09-01
293,Industrial,Alquiler,Tarragona,1182841,2006-06-15
154,Casa,Alquiler,Girona,1427118,2006-10-03
40,Local,Venta,Lleida,272880,2006-09-01
137,Local,Alquiler,Lleida,831316,2006-11-11
190,Local,Alquiler,Tarragona,1469460,2007-01-10
123,Oficina,Alquiler,Girona,1133199,2006-09-23
144,Local,Venta,Lleida,1247760,2006-08-03
80,Casa,Venta,Lleida,727680,2006-07-12
220,Piso,Venta,Tarragona,1522840,2006-05-02
197,Local,Venta,Tarragona,1489911,2006-04-24
229,Casa,Alquiler,Tarragona,1447509,2006-04-29
223,Oficina,Venta,Barcelona,1970874,2006-06-08
237,Oficina,Alquiler,Lleida,1438827,2006-05-12
212,Parking,Alquiler,Tarragona,1440540,2006-10-10
84,Industrial,Venta,Lleida,816228,2006-12-22
139,Oficina,Venta,Tarragona,1197485,2007-01-24
91,Casa,Venta,Lleida,528892,2006-12-14
273,Suelo,Alquiler,Barcelona,1528254,2006-06-15
261,Oficina,Venta,Lleida,2233899,2006-10-29
81,Parking,Venta,Tarragona,709560,2006-06-28
258,Oficina,Venta,Lleida,2111472,2006-05-31
136,Oficina,Alquiler,Lleida,656744,2006-05-15
254,Casa,Alquiler,Tarragona,1713992,2006-07-08
294,Parking,Alquiler,Tarragona,1355046,2006-10-02
95,Suelo,Alquiler,Lleida,748790,2007-01-08
246,Industrial,Venta,Lleida,1285842,2006-08-09
98,Suelo,Alquiler,Girona,509600,2006-11-10
75,Oficina,Alquiler,Girona,378900,2006-12-16
169,Industrial,Alquiler,Tarragona,810186,2006-12-05
123,Oficina,Alquiler,Girona,757434,2006-08-23
56,Local,Venta,Barcelona,550816,2006-12-03
89,Parking,Venta,Lleida,475171,2006-10-12
95,Casa,Venta,Barcelona,650750,2006-09-24
252,Piso,Venta,Barcelona,2381400,2006-06-13
157,Piso,Venta,Lleida,1409546,2007-01-05
264,Parking,Venta,Lleida,2181432,2006-12-25
234,Casa,Alquiler,Barcelona,1286766,2006-10-12
168,Piso,Venta,Lleida,928368,2006-12-25
288,Oficina,Alquiler,Tarragona,1820448,2006-11-13
210,Suelo,Alquiler,Tarragona,1482810,2006-11-23
40,Casa,Venta,Barcelona,190280,2006-11-22
235,Parking,Venta,Lleida,2290545,2006-08-22
283,Industrial,Alquiler,Tarragona,1709037,2006-07-14
68,Piso,Venta,Tarragona,669664,2006-05-29
216,Local,Venta,Tarragona,1204200,2007-01-17
108,Parking,Venta,Girona,1041120,2006-05-07
129,Industrial,Alquiler,Lleida,1140876,2006-07-02
194,Piso,Alquiler,Lleida,1315126,2006-09-11
65,Industrial,Alquiler,Lleida,272545,2006-06-23
88,Suelo,Alquiler,Tarragona,808192,2007-01-17
124,Parking,Alquiler,Tarragona,536672,2007-01-30
218,Piso,Alquiler,Tarragona,1677728,2006-05-19
46,Oficina,Venta,Tarragona,224342,2006-06-14
95,Piso,Venta,Tarragona,570760,2006-07-01
104,Casa,Venta,Barcelona,682240,2006-08-30
206,Oficina,Alquiler,Tarragona,1747292,2006-06-11
142,Oficina,Alquiler,Barcelona,693244,2006-09-19
211,Industrial,Alquiler,Barcelona,1155436,2006-12-27
43,Local,Venta,Lleida,303365,2006-12-24
293,Piso,Venta,Barcelona,1298869,2006-07-11
227,Parking,Venta,Barcelona,2001232,2006-12-06
200,Oficina,Venta,Girona,1539800,2006-12-25
252,Industrial,Alquiler,Girona,1949220,2006-10-20
259,Industrial,Alquiler,Tarragona,1627556,2006-05-30
254,Casa,Venta,Tarragona,1522222,2007-02-05
96,Casa,Venta,Tarragona,652896,2006-11-07
233,Oficina,Venta,Barcelona,1157544,2006-06-10
118,Piso,Alquiler,Tarragona,734786,2006-07-19
210,Parking,Venta,Lleida,1511160,2006-10-21
184,Piso,Alquiler,Barcelona,864248,2006-07-18
141,Piso,Alquiler,Lleida,1401822,2006-05-29
62,Oficina,Venta,Tarragona,506540,2006-10-08
83,Casa,Venta,Barcelona,444299,2007-01-18
131,Parking,Alquiler,Girona,1163542,2007-01-18
149,Suelo,Venta,Barcelona,1436211,2007-02-01
84,Piso,Alquiler,Tarragona,481992,2006-07-28
227,Suelo,Venta,Tarragona,2069786,2006-10-16
132,Parking,Alquiler,Tarragona,973764,2006-05-19
114,Industrial,Alquiler,Barcelona,636918,2007-01-10
201,Industrial,Alquiler,Lleida,1733022,2006-09-08
279,Oficina,Venta,Tarragona,2331324,2006-08-02
188,Suelo,Venta,Lleida,1541976,2006-07-19
117,Casa,Alquiler,Lleida,561132,2006-10-08
276,Suelo,Alquiler,Tarragona,1302720,2006-11-09
78,Suelo,Alquiler,Barcelona,366132,2006-11-20
271,Industrial,Venta,Girona,2108109,2006-12-24
127,Oficina,Venta,Girona,928243,2006-05-25
101,Piso,Alquiler,Tarragona,673670,2006-07-05
153,Suelo,Venta,Lleida,1140156,2006-06-30
126,Industrial,Venta,Tarragona,1031058,2006-09-13
55,Local,Venta,Tarragona,262185,2007-02-02
107,Suelo,Alquiler,Tarragona,839522,2006-08-11
88,Local,Alquiler,Girona,770968,2006-10-27
228,Parking,Alquiler,Barcelona,1815336,2006-06-10
71,Industrial,Alquiler,Tarragona,342078,2006-12-28
245,Oficina,Venta,Girona,1660120,2006-11-26
271,Local,Venta,Girona,1647409,2007-01-12
217,Piso,Venta,Tarragona,1912638,2006-10-22
88,Casa,Alquiler,Tarragona,544896,2006-12-08
249,Casa,Venta,Lleida,1307250,2006-11-20
260,Parking,Alquiler,Barcelona,2470000,2006-05-27
154,Local,Alquiler,Tarragona,1109262,2006-06-06
168,Casa,Venta,Lleida,850752,2006-07-12
64,Oficina,Alquiler,Barcelona,319616,2006-07-06
160,Oficina,Venta,Lleida,800160,2006-10-12
110,Local,Venta,Barcelona,704770,2007-01-17
193,Industrial,Venta,Tarragona,982563,2006-05-26
272,Casa,Venta,Girona,1586032,2007-01-23
257,Industrial,Alquiler,Barcelona,1598283,2007-02-03
135,Parking,Venta,Barcelona,764505,2006-06-10
78,Casa,Alquiler,Tarragona,443976,2006-07-17
81,Industrial,Alquiler,Tarragona,788697,2006-08-18
166,Industrial,Venta,Lleida,685082,2007-02-02
121,Casa,Venta,Girona,1002122,2006-07-13
281,Casa,Venta,Barcelona,2577332,2006-07-03
100,Industrial,Venta,Tarragona,888900,2006-08-02
296,Oficina,Venta,Tarragona,1761200,2007-02-13
240,Local,Alquiler,Lleida,1706400,2006-08-29
146,Local,Venta,Lleida,1095146,2006-10-21
287,Local,Venta,Barcelona,1351196,2006-06-18
97,Suelo,Alquiler,Girona,493924,2007-01-21
249,Industrial,Venta,Girona,1882440,2006-12-16
141,Suelo,Alquiler,Lleida,659316,2006-10-14
125,Casa,Alquiler,Girona,657500,2007-03-02
130,Local,Venta,Tarragona,703950,2006-10-28
243,Casa,Alquiler,Barcelona,1918728,2006-07-26
74,Oficina,Alquiler,Lleida,697746,2007-01-11
48,Suelo,Alquiler,Lleida,348720,2006-11-26
269,Parking,Alquiler,Girona,1908286,2007-01-29
201,Industrial,Venta,Girona,1929198,2006-08-16
99,Piso,Alquiler,Girona,927927,2006-09-04
293,Parking,Venta,Barcelona,1996209,2006-07-26
243,Suelo,Venta,Tarragona,1552041,2006-12-03
177,Oficina,Alquiler,Girona,980934,2006-09-11
131,Casa,Venta,Girona,732028,2006-07-04
176,Suelo,Venta,Tarragona,1463264,2006-12-21
126,Local,Alquiler,Lleida,1177722,2007-02-14
143,Local,Alquiler,Girona,1205347,2006-12-22
223,Industrial,Alquiler,Girona,1510825,2006-06-19
227,Parking,Venta,Barcelona,2257515,2007-02-06
162,Suelo,Alquiler,Girona,1202850,2006-11-30
177,Oficina,Alquiler,Barcelona,1191033,2006-06-27
62,Suelo,Venta,Barcelona,500836,2007-02-16
138,Piso,Venta,Tarragona,1343844,2007-01-01
248,Industrial,Venta,Tarragona,1460224,2007-01-26
217,Casa,Alquiler,Lleida,1659833,2007-03-01
272,Oficina,Alquiler,Tarragona,1705712,2006-06-19
52,Casa,Venta,Girona,503828,2006-09-26
258,Suelo,Alquiler,Girona,1930614,2006-07-07
84,Industrial,Venta,Tarragona,708792,2007-02-26
45,Piso,Alquiler,Barcelona,446940,2006-07-17
150,Casa,Alquiler,Girona,1159650,2006-09-22
182,Parking,Alquiler,Barcelona,1489124,2007-02-22
240,Industrial,Alquiler,Girona,2175360,2006-09-07
214,Industrial,Alquiler,Tarragona,1331936,2006-12-04
143,Casa,Venta,Barcelona,616044,2007-01-19
229,Suelo,Venta,Girona,1243699,2007-02-11
63,Industrial,Alquiler,Barcelona,343602,2006-10-16
283,Casa,Alquiler,Girona,1219730,2006-07-26
48,Parking,Venta,Lleida,400512,2006-07-22
258,Piso,Venta,Tarragona,1646556,2006-11-30
87,Oficina,Alquiler,Tarragona,603780,2007-03-07
178,Oficina,Alquiler,Lleida,1171418,2006-12-05
121,Industrial,Alquiler,Barcelona,764115,2006-11-19
196,Piso,Alquiler,Girona,1611708,2007-01-08
60,Parking,Alquiler,Barcelona,358620,2006-11-26
286,Oficina,Alquiler,Girona,1413698,2007-03-15
83,Oficina,Alquiler,Barcelona,743265,2007-01-03
93,Industrial,Alquiler,Lleida,435333,2006-10-19
199,Piso,Venta,Tarragona,1685729,2006-12-27
220,Casa,Alquiler,Tarragona,1550780,2006-10-21
274,Industrial,Alquiler,Lleida,1456858,2006-07-28
149,Local,Alquiler,Tarragona,948832,2007-01-14
290,Oficina,Venta,Girona,2797050,2006-10-02
151,Local,Venta,Barcelona,776442,2006-08-21
97,Parking,Alquiler,Girona,885998,2007-01-31
185,Industrial,Venta,Tarragona,867465,2007-02-05
202,Oficina,Venta,Girona,823150,2007-01-31
225,Local,Alquiler,Girona,1501650,2006-06-22
191,Local,Alquiler,Tarragona,926350,2006-09-22
150,Piso,Alquiler,Tarragona,1396200,2006-07-31
114,Parking,Alquiler,Lleida,978120,2007-01-19
114,Suelo,Venta,Tarragona,461130,2006-12-26
235,Casa,Alquiler,Barcelona,2145315,2007-02-09
263,Oficina,Venta,Girona,2034042,2006-09-08
294,Oficina,Alquiler,Tarragona,2427558,2007-01-30
66,Oficina,Venta,Tarragona,328482,2006-12-14
290,Parking,Alquiler,Tarragona,1442460,2007-01-28
254,Suelo,Alquiler,Barcelona,1558036,2007-03-15
76,Casa,Venta,Tarragona,385396,2007-02-17
42,Oficina,Alquiler,Girona,238014,2006-09-04
70,Local,Alquiler,Girona,433370,2006-09-20
203,Piso,Venta,Girona,875336,2006-08-28
108,Local,Venta,Lleida,780516,2006-10-07
230,Suelo,Venta,Tarragona,1690730,2006-11-15
134,Industrial,Venta,Girona,780148,2006-08-23
111,Industrial,Venta,Barcelona,882783,2006-09-07
97,Piso,Venta,Lleida,950891,2007-03-13
283,Piso,Venta,Girona,1227937,2006-12-31
295,Suelo,Venta,Barcelona,1490930,2007-03-14
102,Local,Venta,Tarragona,828138,2006-11-12
112,Suelo,Venta,Tarragona,485520,2006-12-08
155,Local,Venta,Barcelona,1425690,2006-11-08
118,Casa,Alquiler,Tarragona,746940,2006-11-25
164,Casa,Alquiler,Lleida,771292,2006-09-22
118,Oficina,Venta,Tarragona,733134,2007-01-21
41,Industrial,Alquiler,Girona,403727,2006-12-26
128,Oficina,Venta,Tarragona,1213312,2006-11-02
190,Casa,Alquiler,Tarragona,1760920,2006-10-22
123,Suelo,Alquiler,Tarragona,978588,2006-08-09
79,Industrial,Alquiler,Girona,595660,2006-09-03
185,Local,Venta,Barcelona,779220,2006-10-26
180,Casa,Alquiler,Barcelona,1071720,2007-03-31
150,Piso,Venta,Lleida,1267950,2006-09-15
154,Local,Alquiler,Tarragona,1405404,2006-09-08
261,Local,Alquiler,Lleida,2598516,2006-08-29
298,Parking,Venta,Tarragona,2236490,2007-01-07
82,Suelo,Venta,Girona,593352,2006-11-25
80,Suelo,Alquiler,Girona,770800,2006-11-02
261,Parking,Alquiler,Girona,1189377,2006-09-19
82,Suelo,Alquiler,Girona,418610,2007-03-03
234,Suelo,Alquiler,Barcelona,1475136,2006-09-18
84,Local,Alquiler,Lleida,412272,2006-11-08
181,Parking,Venta,Girona,1789185,2007-01-27
151,Parking,Venta,Tarragona,737635,2007-03-12
179,Suelo,Venta,Tarragona,809080,2006-09-01
47,Piso,Venta,Lleida,313537,2007-01-05
113,Oficina,Alquiler,Tarragona,704894,2007-01-27
58,Casa,Alquiler,Tarragona,407044,2006-08-29
45,Casa,Alquiler,Barcelona,402885,2007-03-28
141,Local,Venta,Tarragona,1058628,2007-01-29
182,Piso,Venta,Girona,1400308,2007-01-07
89,Parking,Alquiler,Barcelona,711199,2006-08-21
89,Casa,Venta,Girona,729444,2006-12-27
161,Industrial,Venta,Tarragona,1240827,2007-03-05
130,Local,Alquiler,Barcelona,1276600,2007-01-04
188,Local,Venta,Tarragona,1772840,2006-12-08
124,Parking,Alquiler,Tarragona,1026596,2007-03-28
224,Parking,Venta,Lleida,1901536,2007-03-23
180,Industrial,Venta,Lleida,984780,2006-09-01
135,Industrial,Venta,Lleida,973890,2007-01-09
288,Industrial,Venta,Barcelona,1781568,2006-09-24
265,Oficina,Venta,Girona,1944570,2006-09-27
189,Industrial,Alquiler,Barcelona,1192401,2007-03-20
193,Local,Venta,Barcelona,1826938,2006-09-12
154,Industrial,Alquiler,Girona,960960,2007-03-23
211,Local,Venta,Lleida,958151,2007-02-01
196,Casa,Venta,Tarragona,1670116,2006-09-19
220,Piso,Venta,Girona,1282820,2006-11-25
244,Suelo,Venta,Lleida,1386164,2007-03-27
166,Piso,Alquiler,Lleida,971100,2007-03-02
120,Oficina,Alquiler,Girona,1085160,2006-08-14
89,Oficina,Alquiler,Barcelona,673552,2007-01-21
143,Industrial,Venta,Lleida,1258972,2006-12-03
205,Oficina,Venta,Girona,886215,2006-12-05
121,Suelo,Alquiler,Lleida,652190,2006-12-09
107,Casa,Venta,Girona,668322,2007-04-13
62,Oficina,Venta,Lleida,433008,2006-10-20
94,Parking,Alquiler,Lleida,559206,2006-09-23
252,Local,Venta,Tarragona,1690164,2006-11-16
160,Oficina,Venta,Barcelona,745600,2007-01-06
48,Suelo,Alquiler,Lleida,224304,2007-02-11
289,Casa,Venta,Barcelona,1504823,2006-10-31
199,Parking,Venta,Girona,1777866,2006-12-23
75,Industrial,Alquiler,Girona,622200,2006-11-26
287,Suelo,Venta,Girona,1567020,2006-08-17
193,Suelo,Alquiler,Girona,1363352,2007-04-02
212,Piso,Alquiler,Tarragona,1203524,2007-04-14
218,Local,Venta,Barcelona,2136182,2007-01-14
187,Industrial,Alquiler,Tarragona,1359677,2007-02-12
286,Parking,Alquiler,Tarragona,2398682,2006-08-06
70,Parking,Alquiler,Girona,533680,2007-01-09
279,Local,Alquiler,Tarragona,1794807,2006-11-18
270,Parking,Alquiler,Tarragona,1716390,2006-11-22
243,Local,Venta,Tarragona,2047761,2006-10-12
134,Casa,Venta,Lleida,1024698,2006-11-09
69,Piso,Alquiler,Lleida,464577,2006-09-20
132,Piso,Alquiler,Lleida,580800,2007-03-13
270,Suelo,Venta,Lleida,2364390,2007-04-02
220,Local,Alquiler,Girona,1548800,2006-10-04
200,Piso,Venta,Barcelona,1996000,2006-08-05
239,Piso,Venta,Lleida,1264310,2007-02-15
138,Local,Venta,Girona,686826,2007-04-30
296,Casa,Alquiler,Tarragona,2813776,2006-10-22
123,Parking,Alquiler,Girona,984369,2007-03-23
292,Local,Venta,Barcelona,1538256,2007-05-01
233,Piso,Venta,Barcelona,1220454,2007-04-18
238,Piso,Alquiler,Tarragona,1953742,2006-12-19
205,Parking,Venta,Girona,1921260,2006-12-17
148,Casa,Venta,Barcelona,749472,2006-10-26
250,Industrial,Alquiler,Girona,1002500,2007-01-16
91,Casa,Venta,Girona,680043,2007-02-03
188,Industrial,Alquiler,Barcelona,1769644,2007-02-23
144,Piso,Alquiler,Lleida,1211184,2007-02-27
294,Casa,Venta,Girona,1784580,2007-01-28
106,Parking,Venta,Lleida,594130,2006-12-03
250,Local,Alquiler,Girona,2281250,2007-03-08
290,Casa,Venta,Lleida,1853390,2007-05-01
257,Casa,Alquiler,Barcelona,1591344,2007-01-19
92,Oficina,Venta,Lleida,783380,2007-05-07
283,Piso,Alquiler,Tarragona,2072692,2006-10-02
171,Industrial,Venta,Girona,708795,2007-04-07
300,Piso,Alquiler,Tarragona,2585100,2006-10-15
170,Local,Venta,Barcelona,1602930,2006-11-05
236,Parking,Alquiler,Barcelona,2001280,2007-03-04
92,Parking,Alquiler,Tarragona,506184,2006-12-29
106,Piso,Venta,Tarragona,729280,2007-03-22
104,Suelo,Alquiler,Lleida,831896,2007-02-22
216,Local,Venta,Girona,2144448,2007-01-26
86,Suelo,Alquiler,Lleida,360942,2006-11-17
275,Oficina,Alquiler,Lleida,1819950,2006-11-11
221,Oficina,Venta,Girona,1356498,2006-10-10
210,Parking,Alquiler,Barcelona,1371720,2007-03-26
197,Suelo,Alquiler,Tarragona,1840571,2006-10-10
139,Local,Venta,Barcelona,560170,2006-08-27
199,Piso,Alquiler,Tarragona,817094,2006-10-12
195,Suelo,Alquiler,Lleida,1790490,2006-12-16
67,Parking,Venta,Tarragona,615663,2007-03-24
201,Industrial,Venta,Tarragona,1163388,2007-01-24
277,Local,Alquiler,Girona,1802993,2007-03-01
123,Suelo,Alquiler,Tarragona,499380,2006-08-17
257,Oficina,Alquiler,Lleida,2203004,2006-11-15
295,Oficina,Venta,Girona,2200405,2007-03-24
179,Suelo,Venta,Girona,832529,2006-09-29
184,Local,Venta,Girona,1113016,2007-01-15
167,Industrial,Alquiler,Girona,853370,2006-09-22
176,Oficina,Alquiler,Lleida,1214576,2006-10-08
149,Piso,Alquiler,Lleida,1099024,2006-10-01
49,Industrial,Alquiler,Tarragona,248283,2007-04-14
280,Industrial,Venta,Tarragona,2370200,2007-02-04
156,Oficina,Alquiler,Girona,1294176,2006-10-05
225,Oficina,Alquiler,Barcelona,1752975,2006-09-22
285,Suelo,Venta,Barcelona,2603190,2006-11-15
247,Suelo,Venta,Girona,2320565,2007-05-01
213,Parking,Venta,Barcelona,928041,2006-12-10
277,Industrial,Alquiler,Lleida,2268076,2007-01-25
273,Casa,Venta,Girona,2682225,
245,Casa,Venta,Girona,2037420,2007-04-04
271,Suelo,Venta,Lleida,2303500,2007-01-22
232,Local,Alquiler,Barcelona,1699168,2006-08-27
203,Piso,Venta,Girona,1315846,2007-02-27
202,Casa,Alquiler,Tarragona,1112010,2007-01-29
125,Parking,Alquiler,Lleida,822625,2007-01-31
61,Suelo,Venta,Girona,380274,
195,Casa,Alquiler,Tarragona,1927770,2007-01-10
129,Piso,Venta,Lleida,818505,2006-08-30
43,Piso,Alquiler,Barcelona,379905,2006-12-26
278,Industrial,Alquiler,Girona,2336590,2006-12-26
207,Piso,Alquiler,Barcelona,1381104,2007-04-30
80,Local,Alquiler,Lleida,786320,2007-01-05
233,Piso,Alquiler,Girona,1682260,
106,Oficina,Alquiler,Tarragona,795318,2006-09-11
194,Parking,Alquiler,Lleida,1466058,2007-01-29
253,Piso,Alquiler,Girona,1162788,2007-01-22
106,Piso,Venta,Girona,922200,2007-03-16
40,Local,Alquiler,Tarragona,328720,2007-03-20
228,Suelo,Venta,Barcelona,2203620,2007-03-29
202,Parking,Venta,Girona,1524898,2006-12-28
65,Oficina,Venta,Barcelona,458640,2006-11-26
83,Suelo,Venta,Lleida,825518,2007-04-29
181,Local,Venta,Tarragona,1438226,2006-12-27
86,Casa,Alquiler,Lleida,419250,2006-11-26
190,Casa,Venta,Tarragona,1410370,2006-11-01
156,Casa,Venta,Barcelona,916500,2006-09-11
234,Piso,Venta,Lleida,1305720,2006-08-31
167,Casa,Alquiler,Tarragona,685368,2007-01-13
270,Casa,Venta,Lleida,1097010,2007-04-02
209,Casa,Alquiler,Barcelona,2017268,2007-01-26
189,Parking,Alquiler,Girona,1342278,2006-12-16
246,Piso,Venta,Lleida,1044762,2007-03-22
110,Piso,Venta,Girona,1026300,2007-02-08
262,Suelo,Venta,Tarragona,1843694,2006-12-29
122,Industrial,Venta,Lleida,1107028,2006-11-19
91,Oficina,Alquiler,Tarragona,696696,
224,Piso,Venta,Lleida,1705760,2007-03-03
57,Piso,Venta,Barcelona,360696,2007-02-05
260,Casa,Venta,Barcelona,1616680,2007-04-25
129,Parking,Venta,Girona,616878,2006-11-21
211,Parking,Alquiler,Tarragona,1126951,2006-12-08
166,Oficina,Venta,Tarragona,1068376,2007-03-14
173,Parking,Alquiler,Barcelona,1251828,2007-03-04
126,Local,Venta,Lleida,1199394,2006-12-08
264,Piso,Alquiler,Lleida,1344024,2007-03-22
170,Local,Alquiler,Tarragona,1397060,2007-04-30
217,Suelo,Alquiler,Lleida,1363411,2006-12-18
294,Suelo,Venta,Girona,2353176,2006-10-26
73,Parking,Venta,Tarragona,395879,2007-02-08
81,Parking,Alquiler,Tarragona,405324,
209,Oficina,Venta,Lleida,1637515,2007-04-12
215,Industrial,Venta,Barcelona,984915,2006-12-07
169,Industrial,Alquiler,Girona,1447316,
201,Local,Alquiler,Lleida,1342278,2006-12-03
270,Industrial,Alquiler,Tarragona,2632500,2007-04-18
115,Casa,Venta,Girona,1147585,2006-11-13
71,Suelo,Alquiler,Girona,378359,2007-01-11
255,Suelo,Alquiler,Tarragona,2380170,2006-09-30
267,Suelo,Alquiler,Lleida,2211294,2007-05-06
298,Industrial,Alquiler,Tarragona,2693026,
160,Local,Venta,Girona,1368480,2007-01-07
90,Local,Venta,Girona,872280,2007-04-17
119,Industrial,Alquiler,Tarragona,1149897,2006-10-27
77,Casa,Venta,Girona,745822,2006-12-21
98,Piso,Venta,Girona,918652,
149,Piso,Venta,Barcelona,701492,2006-11-02
133,Local,Alquiler,Tarragona,936187,2007-02-10
126,Piso,Alquiler,Barcelona,1102500,2006-10-13
275,Local,Alquiler,Lleida,1443750,
165,Oficina,Venta,Barcelona,1204005,2007-01-23
231,Casa,Alquiler,Girona,2069529,2006-12-24
89,Suelo,Venta,Tarragona,422750,
282,Parking,Venta,Girona,2717634,2006-11-30
245,Local,Venta,Barcelona,2090340,
239,Oficina,Venta,Lleida,2235367,2006-10-09
161,Local,Alquiler,Girona,1027180,2006-10-17
219,Oficina,Venta,Lleida,958563,
204,Suelo,Venta,Girona,1267452,
164,Industrial,Alquiler,Tarragona,1166860,2007-05-07
146,Suelo,Venta,Barcelona,954986,2007-04-23
83,Parking,Alquiler,Lleida,797215,2006-10-11
280,Piso,Venta,Tarragona,2384480,2007-01-01
180,Casa,Venta,Barcelona,887940,2006-10-12
134,Industrial,Venta,Lleida,1083256,2007-01-05
245,Local,Alquiler,Lleida,2030805,2006-12-11
45,Suelo,Alquiler,Tarragona,181170,2007-02-05
297,Local,Alquiler,Girona,2162160,2006-12-28
248,Casa,Venta,Tarragona,1826024,
63,Oficina,Alquiler,Lleida,413910,2007-04-29
277,Oficina,Venta,Girona,2250348,2007-04-21
212,Oficina,Venta,Lleida,1736068,2006-12-24
97,Local,Alquiler,Girona,620218,2007-02-02
241,Casa,Alquiler,Barcelona,1327669,2007-03-10
91,Industrial,Venta,Tarragona,885339,2006-09-28
246,Casa,Alquiler,Tarragona,2198502,2006-11-10
178,Oficina,Alquiler,Tarragona,1010862,2006-11-08
298,Suelo,Venta,Lleida,2458798,2006-12-10
177,Suelo,Alquiler,Barcelona,718266,2007-03-20
281,Suelo,Alquiler,Barcelona,1521615,2007-04-19
113,Parking,Alquiler,Barcelona,797215,2006-12-03
213,Casa,Alquiler,Tarragona,1253505,2007-02-18
66,Piso,Venta,Tarragona,373032,
155,Parking,Alquiler,Lleida,912330,2006-11-28
246,Oficina,Venta,Girona,1087812,2006-10-24
99,Piso,Venta,Lleida,819621,2006-10-11
214,Piso,Venta,Girona,1988702,
71,Piso,Alquiler,Girona,320281,2007-03-07
214,Casa,Venta,Lleida,1504420,2006-12-14
68,Piso,Alquiler,Girona,396780,2007-02-10
126,Suelo,Alquiler,Girona,536634,
209,Suelo,Venta,Lleida,1844425,2007-04-10
291,Oficina,Venta,Girona,2849763,2007-04-28
46,Industrial,Venta,Girona,373106,
160,Industrial,Alquiler,Barcelona,774400,2007-02-07
212,Industrial,Venta,Girona,1691124,2006-10-19
89,Parking,Alquiler,Girona,594698,2007-03-25
234,Parking,Alquiler,Lleida,1182636,2006-12-04
195,Industrial,Venta,Girona,1576380,2007-04-24
147,Parking,Alquiler,Tarragona,1362984,2007-02-12
163,Parking,Alquiler,Barcelona,1298947,2006-12-23
187,Suelo,Alquiler,Tarragona,1059916,2006-10-03
103,Industrial,Alquiler,Lleida,517472,
74,Industrial,Alquiler,Girona,304288,2007-05-07
275,Industrial,Alquiler,Barcelona,2415325,2006-12-17
267,Casa,Venta,Barcelona,2091144,2006-12-24
250,Oficina,Venta,Barcelona,1298500,2006-11-24
283,Parking,Alquiler,Barcelona,1470185,2006-12-18
212,Industrial,Alquiler,Barcelona,1758964,2007-03-24
76,Local,Alquiler,Girona,546440,2007-04-10
136,Piso,Venta,Girona,580856,
58,Piso,Alquiler,Girona,350610,2007-03-09
144,Industrial,Venta,Girona,598320,
245,Piso,Alquiler,Barcelona,1284045,2007-05-07
103,Local,Venta,Girona,766320,2007-04-24
155,Local,Alquiler,Barcelona,845370,2007-04-13
81,Oficina,Venta,Barcelona,654885,2006-11-13
157,Suelo,Venta,Barcelona,914839,2006-10-21
83,Casa,Alquiler,Lleida,503478,2007-04-04
50,Local,Alquiler,Girona,390400,2007-01-15
93,Parking,Venta,Barcelona,512430,2007-04-28
191,Suelo,Venta,Tarragona,1127473,2007-04-01
169,Industrial,Venta,Tarragona,1154101,
138,Industrial,Venta,Lleida,668748,2007-01-19
256,Parking,Venta,Barcelona,2470912,
58,Oficina,Venta,Lleida,409712,
167,Suelo,Venta,Barcelona,888941,2007-04-19
290,Piso,Alquiler,Lleida,2702220,2007-03-16
139,Piso,Alquiler,Tarragona,879870,2007-02-21
